time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-10-10T00:57:16.400Z,38.8110008,-122.793335,3.04,0.45,md,13,50,0.003396,0.02,nc,nc73637720,2021-10-10T01:20:11.289Z,"5km NW of The Geysers, CA",earthquake,0.33,0.86,0.11,2,automatic,nc,nc
2021-10-10T00:53:07.810Z,38.8236656,-122.8264999,2.12,0.85,md,8,78,0.006686,0.01,nc,nc73637715,2021-10-10T01:09:13.230Z,"8km NW of The Geysers, CA",earthquake,0.43,1.39,,1,automatic,nc,nc
2021-10-10T00:49:32.350Z,19.1658,-65.8736,8,3.28,md,11,280,0.8822,0.4,pr,pr2021283000,2021-10-10T01:22:16.734Z,"81 km NNE of San Juan, Puerto Rico",earthquake,4.91,7.09,0.04,7,reviewed,pr,pr
2021-10-10T00:30:58.640Z,33.3051667,-116.7523333,8.36,0.63,ml,18,98,0.06921,0.18,ci,ci40066712,2021-10-11T15:45:34.831Z,"7km N of Lake Henshaw, CA",earthquake,0.31,0.77,0.063,3,reviewed,ci,ci
2021-10-10T00:23:40.230Z,37.4988327,-121.8261642,4.35,1.39,md,13,82,0.0448,0.07,nc,nc73637705,2021-10-10T03:15:13.122Z,"11km NE of Milpitas, CA",earthquake,0.37,0.54,0.09,8,automatic,nc,nc
2021-10-10T00:20:41.030Z,-11.7378,-71.7073,13.45,5.7,mww,,76,4.102,1.36,us,us6000fteg,2021-10-11T00:24:47.179Z,"127 km NNW of Salvación, Peru",earthquake,5.7,3.3,0.044,50,reviewed,us,us
2021-10-10T00:15:24.095Z,63.1457,-149.7053,93.5,1.5,ml,,,,0.49,ak,ak021d016h5p,2021-10-10T00:24:11.613Z,"46 km SW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-10-10T00:12:15.820Z,36.4571648,-121.0195007,7.45,1.73,md,12,186,0.03108,0.07,nc,nc73637700,2021-10-10T02:49:12.967Z,"14km SE of Pinnacles, CA",earthquake,0.73,0.85,0.17,10,automatic,nc,nc
2021-10-10T00:11:05.500Z,33.9138333,-117.897,6.64,1.18,ml,26,178,0.03853,0.18,ci,ci40066704,2021-10-11T15:51:22.865Z,"0km SE of Brea, CA",earthquake,0.36,0.5,0.094,18,reviewed,ci,ci
2021-10-10T00:07:03.660Z,36.75866667,-98.06466667,6.45,1.97,ml,56,88,0.09808075321,0.21,ok,ok2021tvgc,2021-10-11T18:02:44.328Z,"7 km E of Nescatunga, Oklahoma",earthquake,,0.5,0.21,7,reviewed,ok,ok
2021-10-09T23:51:53.870Z,34.5151667,-118.1255,12.78,0.68,ml,13,120,0.02142,0.09,ci,ci40066696,2021-10-10T17:06:40.838Z,"2km NNW of Vincent, CA",earthquake,0.23,0.38,0.143,5,reviewed,ci,ci
2021-10-09T23:43:38.580Z,38.7746658,-122.7543335,-0.04,0.61,md,8,71,0.009753,0.03,nc,nc73637690,2021-10-10T00:04:10.449Z,"0km SSE of The Geysers, CA",earthquake,0.29,0.61,0.25,3,automatic,nc,nc
2021-10-09T23:43:25.401Z,64.9353,-147.2935,0,1.3,ml,,,,1.19,ak,ak021cyri3x8,2021-10-09T23:48:17.525Z,"13 km WNW of Two Rivers, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-09T23:43:17.620Z,38.7758331,-122.7539978,0.22,0.86,md,12,82,0.01539,0.03,nc,nc73637685,2021-10-09T23:57:10.747Z,"0km SE of The Geysers, CA",earthquake,0.23,0.58,0.1,4,automatic,nc,nc
2021-10-09T23:42:56.420Z,38.7746658,-122.7539978,0.02,1.41,md,25,83,0.01598,0.04,nc,nc73637680,2021-10-10T00:02:17.832Z,"0km SE of The Geysers, CA",earthquake,0.2,0.39,0.06,7,automatic,nc,nc
2021-10-09T23:38:41.240Z,42.567,-124.4395,-0.5,1.96,ml,10,203,0.08606,0.26,uw,uw61779577,2021-10-10T04:55:35.689Z,"7 km NNW of Nesika Beach, Oregon",earthquake,1.88,0.88,0.0997538302281584,6,reviewed,uw,uw
2021-10-09T23:37:24.030Z,32.9261667,-116.342,7.59,1.04,ml,31,46,0.04311,0.18,ci,ci40066688,2021-10-11T15:45:00.796Z,"21km ENE of Pine Valley, CA",earthquake,0.21,0.51,0.161,9,reviewed,ci,ci
2021-10-09T23:33:46.390Z,-21.1246,-68.884,115.42,4.8,mb,,54,0.569,0.84,us,us6000ftea,2021-10-10T03:38:33.492Z,"147 km N of Calama, Chile",earthquake,5.3,5.1,0.044,157,reviewed,us,us
2021-10-09T23:29:41.023Z,38.138,-118.9411,14.7,1.1,ml,18,116.58,0.361,0.1107,nn,nn00825292,2021-10-11T18:41:33.136Z,"20 km ENE of Mono City, California",earthquake,,1.4,0.12,4,reviewed,nn,nn
2021-10-09T23:20:12.540Z,33.4343333,-116.6155,4.6,0.32,ml,7,281,0.06194,0.07,ci,ci40066680,2021-10-11T15:22:11.225Z,"14km SSE of Anza, CA",earthquake,0.54,0.26,0.011,1,reviewed,ci,ci
2021-10-09T23:13:13.120Z,19.1943340301514,-155.426498413086,31.6100006103516,2,md,26,149,,0.119999997,hv,hv72747732,2021-10-09T23:24:32.615Z,"5 km E of Pāhala, Hawaii",earthquake,0.77,0.850000024,0.699999988,11,automatic,hv,hv
2021-10-09T23:11:26.530Z,36.0535,-120.6256667,0.66,1.16,md,28,98,0.02835,0.08,nc,nc73637670,2021-10-11T20:05:12.709Z,"24km NW of Parkfield, CA",earthquake,0.25,0.57,0.11,11,reviewed,nc,nc
2021-10-09T23:11:00.019Z,-15.5959,-72.2667,10,4.4,mb,,129,3.317,1.02,us,us6000fte6,2021-10-09T23:25:05.040Z,"9 km N of Ayo, Peru",earthquake,6.1,1.9,0.105,26,reviewed,us,us
2021-10-09T23:08:44.500Z,19.2231666666667,-155.4145,35.63,3.58,ml,55,138,,0.13,hv,hv72747727,2021-10-11T02:29:31.561Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.43,0.54,0.172185704323282,38,reviewed,hv,hv
2021-10-09T23:05:03.150Z,18.6496,-66.7508,13,3.01,md,14,232,0.2806,0.28,pr,pr2021282010,2021-10-09T23:47:04.159Z,"Puerto Rico region",earthquake,0.75,0.86,0.2,9,reviewed,pr,pr
2021-10-09T23:04:45.380Z,38.4666667,-119.5195,4.87,1.61,md,16,75,0.03331,0.08,nc,nc73637660,2021-10-10T00:15:12.516Z,"31km ENE of Dardanelle, CA",earthquake,0.29,0.46,0.277,16,reviewed,nc,nc
2021-10-09T23:01:21.380Z,38.8255005,-122.8538361,2.11,0.79,md,19,61,0.00313,0.03,nc,nc73637655,2021-10-09T23:13:09.657Z,"10km WNW of The Geysers, CA",earthquake,0.26,0.41,0.4,3,automatic,nc,nc
2021-10-09T22:58:24.110Z,43.7815,-110.9198333,3.02,-0.06,ml,4,143,0.113,0.17,mb,mb80526654,2021-10-10T13:43:01.820Z,"9 km ENE of Alta, Wyoming",earthquake,0.5,10.87,0.266,4,reviewed,mb,mb
2021-10-09T22:58:23.644Z,31.70791165,-104.0190473,7.005639647999999,2.5,ml,23,63,0.02631892426,0.2,tx,tx2021tvdv,2021-10-11T20:28:33.315Z,"39 km W of Mentone, Texas",earthquake,0.781406787,0.5585385646999999,0.2,16,reviewed,tx,tx
2021-10-09T22:52:28.800Z,38.7859993,-122.7796631,1.02,0.64,md,10,108,0.009644,0.02,nc,nc73637650,2021-10-09T23:03:10.598Z,"2km WNW of The Geysers, CA",earthquake,0.3,0.51,0.06,3,automatic,nc,nc
2021-10-09T22:51:25.620Z,38.7865,-122.7673333,1.6,2.56,md,81,49,0.01531,0.05,nc,nc73637645,2021-10-10T22:43:10.176Z,"1km NW of The Geysers, CA",earthquake,0.12,0.17,0.158,60,reviewed,nc,nc
2021-10-09T22:48:13.100Z,43.7908333,-110.9225,10.94,2.57,ml,15,120,0.103,0.21,mb,mb80526644,2021-10-10T18:10:50.304Z,"10 km ENE of Alta, Wyoming",earthquake,0.65,0.86,0.176,25,reviewed,mb,mb
2021-10-09T22:45:42.200Z,53.9255,-166.674166666667,9.87,0.08,ml,5,133,,0.04,av,av91042418,2021-10-11T19:51:15.570Z,"9 km WNW of Dutch Harbor, Alaska",earthquake,0.3,0.62,0.180323202460086,6,reviewed,av,av
2021-10-09T22:44:21.770Z,44.3383333,-110.4896667,3.88,1.11,ml,10,132,0.06438,0.04,uu,uu60462412,2021-10-11T13:14:18.680Z,"60 km SE of West Yellowstone, Montana",earthquake,0.31,0.57,0.028,2,reviewed,uu,uu
2021-10-09T22:42:35.230Z,44.3361667,-110.4903333,4.29,1.73,ml,13,132,0.06584,0.05,uu,uu60462407,2021-10-11T13:18:58.070Z,"60 km SE of West Yellowstone, Montana",earthquake,0.23,0.43,0.192,4,reviewed,uu,uu
2021-10-09T22:41:46.430Z,36.0333333,-117.8175,1.16,0.82,ml,21,56,0.04311,0.15,ci,ci40066672,2021-10-11T15:29:10.706Z,"12km E of Coso Junction, CA",earthquake,0.18,0.23,0.169,8,reviewed,ci,ci
2021-10-09T22:40:32.290Z,36.7878333,-121.5255,8.06,2.15,md,63,44,0.03538,0.14,nc,nc73637640,2021-10-10T02:22:13.698Z,"6km S of San Juan Bautista, CA",earthquake,0.16,0.24,0.179,62,reviewed,nc,nc
2021-10-09T22:37:33.790Z,44.341,-110.4916667,4.02,0.16,md,10,129,0.06139,0.13,uu,uu60029219,2021-10-11T13:46:28.090Z,"60 km SE of West Yellowstone, Montana",earthquake,0.32,0.78,0.204,4,reviewed,uu,uu
2021-10-09T22:37:18.560Z,44.3371667,-110.495,5.19,1.06,ml,12,118,0.06312,0.18,uu,uu60462402,2021-10-11T13:40:12.680Z,"60 km SE of West Yellowstone, Montana",earthquake,0.41,1.45,0.026,2,reviewed,uu,uu
2021-10-09T22:32:52.310Z,38.8218346,-122.8443298,1.83,0.58,md,11,55,0.007376,0.02,nc,nc73637635,2021-10-09T22:47:12.059Z,"9km WNW of The Geysers, CA",earthquake,0.32,0.72,0.34,2,automatic,nc,nc
2021-10-09T22:31:58.270Z,38.7594986,-122.7296677,1.22,0.82,md,9,108,0.004301,0.02,nc,nc73637630,2021-10-09T23:05:14.611Z,"3km SE of The Geysers, CA",earthquake,0.41,0.46,0.1,3,automatic,nc,nc
2021-10-09T22:30:46.340Z,18.7696,-67.2721,20,3.22,md,22,265,0.3423,0.23,pr,pr2021282009,2021-10-10T00:27:44.040Z,"35 km NNW of San Antonio, Puerto Rico",earthquake,0.9,19.01,0.09,9,reviewed,pr,pr
2021-10-09T22:29:14.050Z,33.7126667,-116.7553333,16.89,0.8,ml,25,64,0.03435,0.11,ci,ci40066664,2021-10-11T15:25:35.680Z,"4km SW of Idyllwild, CA",earthquake,0.22,0.34,0.095,7,reviewed,ci,ci
2021-10-09T22:23:41.970Z,43.7871667,-110.9176667,9.58,1.01,ml,8,126,0.107,0.14,mb,mb80526639,2021-10-11T16:15:46.350Z,"10 km ENE of Alta, Wyoming",earthquake,0.45,1.23,0.166,7,reviewed,mb,mb
2021-10-09T22:21:03.434Z,64.7035,-148.6424,16,1,ml,,,,0.58,ak,ak021cyqrwvb,2021-10-09T22:24:18.162Z,"25 km ENE of Four Mile Road, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-10-09T22:19:47.922Z,61.5096,-149.8981,34.9,1.5,ml,,,,0.57,ak,ak021cyqrkvb,2021-10-09T22:32:39.330Z,"3 km ESE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-10-09T22:15:28.720Z,60.198,-139.6211,0,2.5,ml,,,,0.77,ak,ak021cyqqoi7,2021-10-09T23:29:26.040Z,"72 km N of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-09T22:02:52.210Z,44.3586667,-115.2086667,9.06,2.59,ml,10,83,0.981,0.28,mb,mb80526634,2021-10-11T17:33:57.930Z,"26 km NW of Stanley, Idaho",earthquake,2.22,4.1,0.179,13,reviewed,mb,mb
2021-10-09T22:00:10.330Z,38.793335,-122.7591629,0.93,0.73,md,7,77,0.007292,0.02,nc,nc73637625,2021-10-09T22:32:11.972Z,"2km N of The Geysers, CA",earthquake,0.34,0.73,0.15,2,automatic,nc,nc
2021-10-09T21:54:54.602Z,38.1682,-117.7829,13.6,1,ml,11,121.44,0.066,0.0629,nn,nn00825289,2021-10-09T21:58:30.722Z,"37 km SE of Mina, Nevada",earthquake,,1,0.34,7,automatic,nn,nn
2021-10-09T21:54:08.710Z,37.4346667,-121.7858333,5.99,1.41,md,39,39,0.041,0.07,nc,nc73637615,2021-10-10T01:20:12.289Z,"8km NNE of Alum Rock, CA",earthquake,0.13,0.28,0.2,32,reviewed,nc,nc
2021-10-09T21:53:03.220Z,38.5501667,-119.5221667,4.59,0.8,md,11,92,0.03576,0.09,nc,nc73637620,2021-10-09T22:58:12.184Z,"28km ESE of Markleeville, CA",earthquake,0.3,0.42,0.018,6,reviewed,nc,nc
2021-10-09T21:52:46.850Z,33.3886667,-116.3031667,10.64,1.3,ml,44,58,0.02677,0.22,ci,ci40066648,2021-10-10T14:34:26.870Z,"16km NNE of Borrego Springs, CA",earthquake,0.28,0.58,0.174,26,reviewed,ci,ci
2021-10-09T21:43:13.591Z,63.5307,-146.3179,2.3,1.4,ml,,,,1.71,ak,ak021cyqb7st,2021-10-09T21:48:13.711Z,"58 km SW of Fort Greely, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-09T21:24:46.470Z,34.1855,-116.7358333,0.94,0.97,ml,36,52,0.1614,0.19,ci,ci40066640,2021-10-11T15:07:42.072Z,"13km SE of Big Bear City, CA",earthquake,0.2,0.41,0.174,16,reviewed,ci,ci
2021-10-09T21:24:43.890Z,38.8313332,-122.810997,1.86,1.17,md,15,46,0.007959,0.02,nc,nc73637610,2021-10-10T00:02:17.327Z,"8km NW of The Geysers, CA",earthquake,0.3,0.7,,1,automatic,nc,nc
2021-10-09T21:21:41.309Z,62.8572,-151.0313,101,1.4,ml,,,,0.34,ak,ak021cyq6k6q,2021-10-09T21:24:51.031Z,"42 km NNW of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-10-09T21:14:47.480Z,46.8518333333333,-121.758666666667,1.31,0.28,ml,8,116,0.02355,0.05,uw,uw61779527,2021-10-09T22:48:34.790Z,"23 km ENE of Ashford, Washington",earthquake,0.3,0.46,0.231643046660973,5,reviewed,uw,uw
2021-10-09T21:10:58.200Z,49.4085,-120.526166666667,-0.51,2.22,ml,7,222,0.5951,0.39,uw,uw61779522,2021-10-09T22:41:53.070Z,"5 km SSW of Princeton, Canada",explosion,2.68,31.61,0.0659713664565131,3,reviewed,uw,uw
2021-10-09T21:08:13.650Z,38.8256683,-122.8065033,2.19,0.85,md,12,74,0.003596,0.03,nc,nc73637600,2021-10-09T21:35:15.535Z,"7km NW of The Geysers, CA",earthquake,0.35,0.6,,1,automatic,nc,nc
2021-10-09T21:04:25.270Z,38.7781677,-122.754837,0.24,0.65,md,9,92,0.01131,0.04,nc,nc73637595,2021-10-09T21:24:12.327Z,"0km NE of The Geysers, CA",earthquake,0.3,0.8,0.25,2,automatic,nc,nc
2021-10-09T20:55:44.900Z,36.0331667,-120.6151667,7.92,0.66,md,26,87,0.03875,0.07,nc,nc73637585,2021-10-09T22:54:12.441Z,"22km NW of Parkfield, CA",earthquake,0.44,0.52,0.174,10,reviewed,nc,nc
2021-10-09T20:52:09.000Z,31.66093,-104.5643306,7.699755859,2.3,ml,16,80,0.05473192239,0.3,tx,tx2021tuzr,2021-10-11T20:20:56.568Z,"59 km SSW of Whites City, New Mexico",earthquake,1.820810161,1.16274551,0.1,8,reviewed,tx,tx
2021-10-09T20:48:22.030Z,36.4671667,-121.0375,3.98,1.26,md,19,97,0.02033,0.11,nc,nc73637580,2021-10-09T23:35:15.169Z,"12km SE of Pinnacles, CA",earthquake,0.31,0.53,0.144,15,reviewed,nc,nc
2021-10-09T20:47:53.373Z,63.222,-151.1207,1.1,1.5,ml,,,,0.62,ak,ak021cypqq4a,2021-10-09T21:24:50.906Z,"46 km SE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-09T20:44:30.950Z,35.8948333,-117.6761667,2.43,1.44,ml,29,51,0.05694,0.14,ci,ci40066616,2021-10-11T14:57:07.496Z,"21km ESE of Little Lake, CA",earthquake,0.15,0.21,0.139,19,reviewed,ci,ci
2021-10-09T20:33:37.887Z,38.1744,-117.8888,11.3,0.6,ml,13,113.79,0.018,0.083,nn,nn00825286,2021-10-09T20:37:30.279Z,"30 km SE of Mina, Nevada",earthquake,,0.7,0.27,7,automatic,nn,nn
2021-10-09T20:30:51.730Z,38.2605,-112.621,6.08,1.21,md,11,113,0.02232,0.05,uu,uu60462397,2021-10-11T15:22:10.000Z,"Utah",earthquake,0.43,0.4,0.123,6,reviewed,uu,uu
2021-10-09T20:23:34.157Z,57.1004,-156.0008,0,3.4,ml,,,,0.92,ak,ak021cyplk61,2021-10-09T21:37:50.040Z,"95 km ESE of Ugashik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-10-09T20:20:24.390Z,35.9601667,-120.516,8.99,0.14,md,14,57,0.01663,0.04,nc,nc73637575,2021-10-09T22:10:11.725Z,"10km NW of Parkfield, CA",earthquake,0.48,0.37,0.186,3,reviewed,nc,nc
2021-10-09T20:17:40.420Z,18.9431,-65.2806,24,3.27,md,13,293,0.6356,0.13,pr,pr2021282008,2021-10-10T00:27:46.424Z,"70 km N of Culebra, Puerto Rico",earthquake,0.9,10.31,0.06,5,reviewed,pr,pr
2021-10-09T20:12:45.328Z,63.3729,-150.2701,10.3,1.4,ml,,,,0.63,ak,ak021cypj7g7,2021-10-09T20:18:43.142Z,"66 km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-09T20:12:28.570Z,46.9088333,-112.5,11.7,1.26,ml,16,77,0.058,0.19,mb,mb80526619,2021-10-11T14:46:05.720Z,"14 km ESE of Lincoln, Montana",earthquake,0.67,0.68,0.071,7,reviewed,mb,mb
2021-10-09T20:07:08.380Z,19.2118339538574,-155.405334472656,34.1100006103516,2.14,ml,47,150,,0.129999995,hv,hv72747522,2021-10-09T21:25:53.040Z,"7 km E of Pāhala, Hawaii",earthquake,0.63,0.800000012,4.05,5,automatic,hv,hv
2021-10-09T20:06:35.240Z,19.2106666564941,-155.42333984375,9.97999954223633,2.37,ml,8,236,,0.100000001,hv,hv72747517,2021-10-09T20:12:05.920Z,"5 km E of Pāhala, Hawaii",earthquake,1.86,1.37,0.47,4,automatic,hv,hv
2021-10-09T20:01:50.856Z,-4.6488,153.0318,52.86,5.5,mww,,27,6.219,1.17,us,us6000ftd2,2021-10-10T20:05:58.651Z,"91 km ESE of Kokopo, Papua New Guinea",earthquake,8.5,4.2,0.062,25,reviewed,us,us
2021-10-09T20:00:40.010Z,37.5036667,-118.8846667,11.84,1.54,md,23,122,0.09686,0.08,nc,nc73637570,2021-10-10T00:57:13.167Z,"17km SSE of Mammoth Lakes, CA",earthquake,0.29,0.8,0.262,28,reviewed,nc,nc
2021-10-09T20:00:00.500Z,38.7916667,-122.7795,4.13,0.19,md,19,80,0.00675,0.03,nc,nc73637565,2021-10-09T21:45:10.586Z,"3km NW of The Geysers, CA",earthquake,0.3,0.66,0.282,3,reviewed,nc,nc
2021-10-09T19:54:34.660Z,36.9081667,-122.2165,5.09,2.53,md,84,199,0.1476,0.14,nc,nc73637560,2021-10-10T16:19:47.010Z,"16km SSW of Bonny Doon, CA",earthquake,0.31,0.84,0.168,81,reviewed,nc,nc
2021-10-09T19:44:03.930Z,37.527,-118.8745,7.99,0.89,md,23,76,0.07252,0.02,nc,nc73637555,2021-10-11T19:41:11.566Z,"15km SE of Mammoth Lakes, CA",earthquake,0.36,0.95,0.09,20,reviewed,nc,nc
2021-10-09T19:31:10.300Z,38.8419991,-122.758667,0.47,0.87,md,10,180,0.01386,0.04,nc,nc73637550,2021-10-09T20:06:11.706Z,"4km NW of Cobb, CA",earthquake,0.42,0.65,,2,automatic,nc,nc
2021-10-09T19:24:25.960Z,38.7891655,-122.7773361,2.99,0.96,md,29,82,0.00919,0.04,nc,nc73637545,2021-10-09T19:26:05.080Z,"2km NW of The Geysers, CA",earthquake,0.26,0.45,0.1,6,automatic,nc,nc
2021-10-09T19:24:16.890Z,38.8238335,-122.8125,1.2,0.87,md,24,38,0.01761,0.05,nc,nc73637540,2021-10-09T19:44:10.537Z,"7km NW of The Geysers, CA",earthquake,0.18,0.41,0.28,4,automatic,nc,nc
2021-10-09T19:21:17.140Z,38.8346667,-122.7893333,2.44,0.26,md,16,63,0.003819,0.02,nc,nc73637535,2021-10-09T20:26:10.211Z,"6km WNW of Cobb, CA",earthquake,0.23,0.33,0.229,4,reviewed,nc,nc
2021-10-09T19:15:36.090Z,38.8348351,-122.7904968,1.97,0.46,md,12,74,0.003571,0.01,nc,nc73637530,2021-10-09T19:44:12.538Z,"6km WNW of Cobb, CA",earthquake,0.26,0.43,0.39,2,automatic,nc,nc
2021-10-09T19:11:52.070Z,38.8336667,-122.7893333,1.89,1.43,md,47,46,0.004801,0.04,nc,nc73637525,2021-10-09T22:54:12.119Z,"6km WNW of Cobb, CA",earthquake,0.13,0.2,0.063,15,reviewed,nc,nc
2021-10-09T19:11:38.220Z,33.9085,-117.7166667,13.3,0.85,ml,29,47,0.04006,0.16,ci,ci40066608,2021-10-11T14:49:30.455Z,"9km ENE of Yorba Linda, CA",earthquake,0.28,0.51,0.085,10,reviewed,ci,ci
2021-10-09T19:09:58.090Z,46.1995,-122.1835,1.18,0.53,ml,10,132,0.001556,0.08,uw,uw61779472,2021-10-10T00:13:10.340Z,"38 km NNE of Amboy, Washington",earthquake,0.47,0.29,0.279025216183567,4,reviewed,uw,uw
2021-10-09T19:08:32.510Z,46.844,-121.737833333333,-0.73,0.51,ml,14,57,0.009003,0.06,uw,uw61779462,2021-10-09T19:24:06.730Z,"24 km ENE of Ashford, Washington",earthquake,0.21,0.8,0.299854988302815,7,reviewed,uw,uw
2021-10-09T18:55:10.070Z,19.1333,-66.0043,12,3.24,md,10,276,0.8281,0.39,pr,pr2021282007,2021-10-09T19:33:22.632Z,"74 km N of San Juan, Puerto Rico",earthquake,5.07,6.97,0.05,6,reviewed,pr,pr
2021-10-09T18:49:22.590Z,19.1539993286133,-155.481674194336,33.3699989318848,2.31999993,md,38,162,,0.119999997,hv,hv72747417,2021-10-09T18:52:37.120Z,"5 km S of Pāhala, Hawaii",earthquake,0.62,1.07000005,1.57000005,18,automatic,hv,hv
2021-10-09T18:43:32.143Z,63.5628,-150.9287,5.3,1.9,ml,,,,0.78,ak,ak021cyoiyf1,2021-10-09T18:48:11.274Z,"39 km E of Denali National Park, Alaska",earthquake,,0.1,,,automatic,ak,ak
2021-10-09T18:36:31.950Z,36.5903333,-121.2975,5.79,0.99,md,19,85,0.02471,0.08,nc,nc73637520,2021-10-09T19:39:11.513Z,"15km WNW of Pinnacles, CA",earthquake,0.22,0.42,0.201,17,reviewed,nc,nc
2021-10-09T18:18:12.400Z,38.8300018,-122.8061676,1.89,0.54,md,8,84,0.007269,0.01,nc,nc73637515,2021-10-09T18:54:11.640Z,"7km W of Cobb, CA",earthquake,0.43,0.77,0.37,2,automatic,nc,nc
2021-10-09T18:16:51.794Z,61.4791,-151.6498,78.1,1.4,ml,,,,0.54,ak,ak021cyod7lv,2021-10-09T18:21:07.646Z,"48 km NW of Beluga, Alaska",earthquake,,1.4,,,automatic,ak,ak
2021-10-09T17:55:34.258Z,-15.6589,-71.8162,10,4.6,mb,,136,2.949,0.87,us,us6000ftcj,2021-10-09T18:26:04.040Z,"5 km WSW of Maca, Peru",earthquake,10.2,1.9,0.095,33,reviewed,us,us
2021-10-09T17:46:14.159Z,61.0355,-147.8657,1.3,1.8,ml,,,,0.84,ak,ak021cyny4nc,2021-10-09T19:05:35.058Z,"53 km ENE of Whittier, Alaska",ice quake,,0.3,,,automatic,ak,ak
2021-10-09T17:32:48.890Z,33.5348333,-116.4018333,9.71,0.67,ml,15,81,0.08906,0.1,ci,ci40066568,2021-10-11T14:37:39.685Z,"17km SSW of La Quinta, CA",earthquake,0.21,0.63,0.117,6,reviewed,ci,ci
2021-10-09T17:25:06.230Z,17.9041,-66.7866,6,2.36,md,10,236,0.1167,0.16,pr,pr2021282006,2021-10-09T18:18:01.984Z,"10 km SSE of Indios, Puerto Rico",earthquake,0.75,0.34,0.3,8,reviewed,pr,pr
2021-10-09T17:24:10.020Z,32.939,-116.2181667,10.16,1.56,ml,52,42,0.07332,0.21,ci,ci40066560,2021-10-11T14:08:01.370Z,"24km SSW of Ocotillo Wells, CA",earthquake,0.18,0.46,0.146,30,reviewed,ci,ci
2021-10-09T17:15:45.300Z,62.2625,-151.0437,75.3,1.6,ml,,,,0.61,ak,ak021cynrjs2,2021-10-09T17:18:30.874Z,"29 km SSW of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-10-09T17:09:58.720Z,65.7087,-151.5333,1.1,1.4,ml,,,,0.7,ak,ak021cynqail,2021-10-09T17:13:50.354Z,"65 km NNE of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-10-09T16:53:43.550Z,35.8966667,-117.6771667,2.43,0.89,ml,22,51,0.05556,0.12,ci,ci40066552,2021-10-11T13:53:16.113Z,"21km ESE of Little Lake, CA",earthquake,0.14,0.19,0.109,9,reviewed,ci,ci
2021-10-09T16:46:23.190Z,19.2310009002686,-155.390502929688,33.1699981689453,2.1400001,md,38,151,,0.129999995,hv,hv72747337,2021-10-09T16:49:34.670Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.59,0.660000026,0.99000001,16,automatic,hv,hv
2021-10-09T16:45:07.132Z,60.7304,-151.9874,79.4,2,ml,,,,0.52,ak,ak021cyncc80,2021-10-09T16:50:07.807Z,"38 km W of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-10-09T16:42:21.136Z,59.8252,-152.8895,105,1.9,ml,,,,0.4,ak,ak021cynbuop,2021-10-09T16:46:47.154Z,"59 km W of Anchor Point, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-10-09T16:39:25.583Z,38.3033,-119.2692,6.8,1,ml,9,147.03,0.234,0.1742,nn,nn00825285,2021-10-09T16:51:35.778Z,"6 km NNW of Bridgeport, California",earthquake,,1.8,0,1,automatic,nn,nn
2021-10-09T16:36:39.132Z,60.6283,-147.291,3.7,1.9,ml,,,,1.04,ak,ak021cynalqh,2021-10-09T16:40:06.264Z,"42 km SW of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-09T16:15:36.714Z,61.9968,-148.8631,8.9,1.5,ml,,,,0.66,ak,ak021cyn63if,2021-10-09T16:19:24.031Z,"24 km NNW of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-10-09T16:08:29.230Z,48.6186666666667,-123.074,15.68,1,ml,7,151,0.03533,0.13,uw,uw61779437,2021-10-09T17:37:45.460Z,"9 km WNW of Orcas, Washington",earthquake,1.41,0.76,0.0642653772369226,2,reviewed,uw,uw
2021-10-09T16:00:13.660Z,36.934,-121.6293333,5.46,1.08,md,20,86,0.02626,0.09,nc,nc73637500,2021-10-09T19:11:14.743Z,"5km NNE of Aromas, CA",earthquake,0.23,0.36,0.309,17,reviewed,nc,nc
2021-10-09T15:49:49.260Z,33.0258333,-116.2985,11.07,0.87,ml,33,76,0.07116,0.16,ci,ci40066528,2021-10-10T16:04:48.297Z,"20km SW of Ocotillo Wells, CA",earthquake,0.19,0.41,0.126,11,reviewed,ci,ci
